4,13,20,18,32,7,10
3,7,17,23,29,4,8
3,7,13,19,33,3,7
4,26,32,35,35,2,10
2,29,31,35,35,7,12
2,21,34,35,35,1,12
1,10,15,15,31,8,8
4,11,18,15,28,4,5
6,11,10,13,26,3,6
13,16,18,24,34,4,9
9,15,21,26,34,5,8
2,19,27,33,35,6,12
12,19,26,29,34,9,11
3,7,15,26,33,1,10
1,8,25,23,34,10,11
16,20,23,23,33,5,10
21,18,25,26,31,1,4
7,23,23,21,34,6,9
2,13,19,21,32,3,11
16,30,30,35,35,10,12
3,11,20,35,35,11,11
6,9,10,17,23,3,12
4,6,12,24,33,1,4
8,10,12,16,23,1,9
2,7,18,27,34,7,11
1,6,20,20,30,2,3
1,7,18,19,28,6,11
3,6,12,13,14,3,10
1,8,17,24,35,5,12
2,11,10,16,30,2,9
12,15,17,29,35,7,12
1,10,21,28,34,2,6
1,4,11,10,18,7,11
12,15,26,30,34,5,10
4,9,9,17,25,7,12
9,9,14,22,31,1,11
3,11,17,30,34,2,11
3,5,13,14,22,1,2
2,13,22,18,31,5,8
12,18,19,27,32,2,12
9,17,28,26,34,2,4
3,7,18,24,32,3,7
6,19,33,35,35,1,6
2,5,9,14,25,1,11
8,12,20,19,29,4,9
2,13,29,34,34,1,11
4,10,9,18,29,10,12
4,8,18,16,24,1,3
4,24,23,35,35,2,12
1,6,14,11,19,1,2
9,13,25,33,35,4,10
27,26,27,32,34,5,9
13,26,28,34,35,6,12
2,8,20,24,34,7,11
5,10,11,24,32,6,6
9,20,25,32,35,6,12
11,9,13,14,17,1,3
18,21,21,26,32,2,7
1,6,21,32,31,1,12
9,16,23,33,35,6,12
5,10,15,23,32,3,6
5,14,12,20,29,8,12
6,15,19,28,35,5,9
1,4,12,29,35,7,10
4,9,9,17,26,7,12
4,12,20,29,33,5,9
1,3,4,6,23,4,12
2,19,26,34,34,2,12
9,18,24,28,34,4,12
15,20,30,31,35,5,10
7,13,17,30,33,2,9
6,7,11,18,31,2,4
3,17,28,34,34,3,10
19,20,26,30,34,3,11
16,13,26,27,32,2,3
5,19,17,34,35,5,12
5,14,10,25,28,3,12
7,11,14,19,28,2,5
6,16,25,32,33,1,11
6,9,14,18,29,1,4
1,13,14,32,35,1,7
1,21,27,33,32,10,12
14,25,30,33,35,1,11
1,10,16,31,32,3,9
8,13,24,25,33,4,7
1,4,8,12,15,5,12
1,3,8,29,35,1,2
2,9,21,25,34,3,7
3,10,13,17,29,3,10
3,9,18,15,23,2,5
4,6,10,20,33,3,6
7,17,21,23,33,9,12
5,10,15,28,35,4,9
6,14,23,32,35,8,12
4,14,24,30,34,4,12
8,18,26,27,35,8,10
3,17,31,35,35,1,10
16,16,17,30,33,3,6
1,5,8,11,23,4,12
10,16,30,31,34,1,4
7,21,19,25,33,9,12
8,12,19,24,31,1,6
9,15,17,26,34,2,5
12,18,20,27,32,1,7
7,10,17,24,30,2,10
7,9,11,19,23,6,11
20,26,27,32,35,5,10
11,13,28,31,35,2,6
3,7,24,33,35,2,5
2,6,11,25,34,4,9
3,13,17,26,32,8,12
1,3,6,7,9,5,9
17,22,30,31,35,2,7
3,12,19,23,31,1,4
7,10,13,21,30,2,8
3,6,10,15,27,1,6
2,7,8,13,29,6,8
5,7,18,18,25,1,4
2,14,23,33,35,5,11
1,20,23,34,35,2,10
12,16,17,26,26,5,11
1,12,19,32,34,4,12
5,15,13,23,29,7,12
6,8,14,24,25,1,7
1,15,16,28,34,8,11
4,14,14,23,32,4,9
3,12,28,33,35,8,12
1,11,10,18,32,9,12
2,6,12,27,35,2,5
3,17,18,35,35,2,9
6,18,13,23,33,2,6
2,20,31,35,35,1,10
1,6,17,14,24,2,5
4,12,21,34,35,1,2
8,14,15,23,30,5,12
9,15,19,28,33,1,9
17,22,23,25,34,5,10
1,9,19,16,27,8,11
2,7,12,21,33,9,12
23,20,23,26,31,1,5
1,13,21,31,34,9,12
3,12,17,17,31,6,10
2,6,17,23,30,5,7
1,23,33,35,35,1,12
2,13,13,31,35,3,12
1,5,7,12,22,9,12
13,21,25,26,35,4,10
6,14,22,21,33,4,4
4,9,11,32,34,7,11
14,15,13,21,32,9,12
7,14,16,27,33,7,12
2,18,12,20,29,8,12
9,13,21,33,35,6,10
7,13,19,23,29,6,10
1,12,13,34,35,8,11
1,20,22,34,35,3,12
2,6,11,23,34,4,8
7,17,26,30,31,3,12
6,25,29,26,34,5,8
2,7,14,23,32,1,11
9,21,28,25,35,4,7
11,13,28,31,34,1,10
5,7,12,17,26,3,6
1,10,17,31,35,9,12
2,6,10,23,33,3,8
2,8,8,11,13,9,12
4,17,18,22,30,5,11
1,10,14,31,35,6,7
3,7,17,18,29,2,5
4,18,21,22,33,8,11
4,7,12,24,32,3,12
12,17,24,31,34,1,9
17,15,20,28,32,3,9
4,10,14,21,30,4,10
10,14,19,26,31,4,12
3,20,27,35,35,1,10
4,10,18,28,32,1,8
10,11,17,30,35,3,10
5,11,18,26,31,1,8
14,18,18,22,33,8,12
8,30,24,35,35,3,11
3,17,22,32,34,6,12
11,18,20,31,35,10,12
1,9,13,27,35,6,12
3,7,9,16,23,4,10
1,8,18,33,35,1,3
7,10,15,21,29,1,5
1,5,21,32,34,1,11
2,12,13,26,34,7,11
9,11,15,24,30,1,4
2,8,16,18,28,6,11
8,22,25,31,35,8,12
1,6,12,16,32,1,3
5,10,12,14,24,5,10
4,5,12,12,22,2,8
8,24,31,34,35,1,5
3,19,20,34,33,2,6
7,8,13,21,24,1,5
2,14,32,34,33,1,2
4,10,18,30,34,6,11
6,24,26,33,34,8,12
6,8,14,19,28,2,11
2,9,13,27,32,1,10
8,18,26,34,35,6,11
11,17,19,30,35,4,12
11,18,27,29,34,4,10
3,15,16,16,28,7,11
4,12,14,25,32,7,11
1,12,18,33,32,3,12
12,16,25,22,30,4,5
3,26,30,35,35,1,8
4,14,20,23,28,1,9
1,22,26,35,35,6,12
1,19,26,35,35,3,11
5,11,16,24,26,1,12
5,9,20,30,34,1,10
6,12,17,22,31,5,9
14,25,25,20,32,3,5
5,6,10,20,28,2,6
6,11,17,16,28,6,10
1,3,9,12,22,6,9
3,9,10,13,13,8,11
19,18,25,33,35,6,9
7,13,20,26,31,3,6
3,10,12,23,30,11,12
3,9,12,29,34,2,9
1,9,13,29,35,7,12
5,27,30,35,35,2,9
2,17,25,27,34,10,12
1,8,11,9,16,4,8
1,2,11,10,23,2,3
6,17,28,26,34,3,6
3,8,11,18,23,7,12
3,11,17,12,22,4,5
10,15,20,23,31,3,9
11,17,20,30,34,2,10
16,17,19,23,33,3,10
1,4,12,12,24,8,11
5,13,23,32,32,2,6
6,18,19,30,35,8,12
2,16,12,30,35,8,10
3,9,16,30,33,2,8
5,8,9,25,33,2,4
8,14,11,14,22,7,12
2,8,12,13,27,6,12
14,23,29,34,35,8,12
12,17,24,32,34,4,9
6,12,28,33,35,3,12
13,18,25,23,33,5,9
6,11,16,25,31,4,12
6,11,19,24,31,1,5
2,14,20,32,34,6,12
10,22,26,26,35,4,11
1,23,28,35,35,2,10
3,11,20,16,31,3,5
1,3,14,10,21,3,6
1,8,6,8,23,10,12
2,18,30,33,35,1,3
9,15,15,22,27,1,8
7,14,18,24,32,3,11
3,13,14,27,34,9,12
3,6,12,21,31,4,8
11,16,21,23,32,2,8
5,10,27,32,34,1,7
3,10,21,32,35,5,12
5,12,15,23,34,5,8
2,12,19,34,35,6,11
9,11,16,19,27,5,7
2,6,11,20,30,7,9
1,3,9,26,34,8,12
3,9,16,25,34,9,12
9,17,19,28,34,11,12
1,13,19,30,33,8,12
2,22,26,35,35,5,12
2,13,18,14,22,5,9
1,13,18,21,32,9,12
4,15,28,33,33,1,12
13,15,16,21,31,7,11
1,14,24,27,35,8,12
10,13,20,28,34,1,8
2,24,33,35,34,1,5
15,22,24,23,33,3,7
2,14,16,14,22,3,8
11,15,27,33,35,3,8
5,11,17,26,33,7,9
2,16,27,35,35,1,11
4,15,21,24,34,1,6
2,6,25,24,34,2,5
1,5,13,9,20,7,11
5,14,28,32,34,2,10
5,10,20,26,32,3,11
3,6,19,25,31,5,8
4,25,22,33,34,7,12
8,14,25,30,35,8,11
3,6,7,18,33,3,11
15,17,21,27,34,3,11
20,22,26,27,34,4,9
3,10,19,26,34,4,12
4,10,9,13,31,7,11
2,7,15,25,32,2,12
1,15,32,35,35,1,12
1,18,35,35,34,1,12
4,8,15,21,32,1,5
2,7,12,25,34,5,11
12,21,28,30,34,1,3
13,8,12,24,32,6,9
2,10,15,15,29,3,5
2,6,12,31,35,6,10
25,24,26,28,34,5,9
11,14,18,18,30,7,12
4,11,15,22,32,5,8
4,10,23,24,29,5,6
9,9,16,25,33,9,11
4,10,13,15,20,1,5
13,19,16,24,31,7,12
2,10,27,24,29,1,2
1,8,11,27,34,11,12
20,26,26,32,35,5,11
2,17,15,32,35,11,12
13,19,30,28,35,6,8
1,6,12,22,32,5,10
5,18,28,35,35,7,12
11,16,15,25,31,4,10
1,27,31,35,35,8,12
3,6,8,16,22,3,12
10,20,27,30,34,2,12
2,4,10,19,20,1,12
8,14,26,32,35,2,9
9,18,15,19,25,6,10
2,10,17,28,32,1,11
8,14,11,21,31,8,12
2,9,18,15,30,2,7
13,15,21,25,34,3,9
3,6,10,13,25,4,7
5,8,14,22,31,2,10
7,20,21,17,29,8,10
11,13,20,22,32,3,8
3,11,8,12,23,5,10
2,18,29,24,33,3,4
15,19,24,25,32,3,9
2,6,13,18,27,2,4
15,14,22,25,34,2,5
4,13,24,35,35,2,11
2,11,20,31,34,1,12
1,3,9,14,25,3,4
3,24,32,35,35,3,11
1,25,33,35,35,1,7
11,18,21,28,34,6,12
9,21,22,21,34,5,9
5,27,31,35,35,2,11
1,17,33,34,35,1,11
9,15,29,31,35,1,9
16,15,22,29,34,8,10
2,9,32,34,33,1,12
2,7,10,26,35,9,11
8,15,27,35,35,3,10
7,28,26,34,35,7,11
4,11,21,29,33,1,12
1,7,12,24,33,8,11
5,17,11,30,35,6,12
6,26,31,34,34,1,3
3,8,15,14,27,7,8
7,14,20,25,33,6,11
3,7,7,12,30,6,10
21,25,28,35,35,8,12
9,15,23,31,34,5,10
5,8,14,22,30,1,5
7,15,27,30,28,1,10
1,13,26,32,34,1,11
2,13,30,29,34,4,8
21,15,19,20,27,2,3
5,11,23,29,32,1,4
7,17,20,31,25,2,12
1,7,30,34,35,1,12
2,7,15,15,25,3,7
8,11,17,27,33,2,10
13,20,24,31,35,4,12
6,14,22,32,33,1,7
16,13,27,32,35,1,7
3,10,28,29,35,3,6
4,8,17,20,26,4,11
13,14,18,25,33,2,5
13,16,24,28,34,1,9
9,14,18,23,30,1,7
1,8,8,18,34,11,12
3,6,10,18,28,3,9
1,12,29,34,35,1,9
6,13,14,26,34,3,8
4,15,15,17,25,3,8
2,4,10,16,29,4,7
9,9,13,14,24,10,11
2,5,5,12,18,6,11
1,5,10,13,20,2,6
2,12,23,22,32,2,4
9,18,18,23,32,5,12
8,19,28,26,34,4,12
2,19,28,35,35,5,12
7,11,10,18,26,4,8
3,11,17,29,33,1,11
15,20,21,25,32,6,9
3,9,13,16,28,7,11
3,10,12,24,33,2,12
2,9,12,32,35,8,11
12,23,29,34,35,9,12
10,12,14,23,31,3,7
3,9,17,29,34,2,12
5,8,10,18,26,1,6
1,12,28,32,32,1,12
10,17,17,21,27,7,12
1,4,23,28,35,7,9
1,21,22,33,34,7,11
10,23,18,24,31,5,12
5,10,11,16,34,7,11
6,12,10,27,34,2,6
4,22,28,21,34,8,9
5,11,26,32,35,1,12
1,21,33,35,35,1,4
9,9,15,16,23,2,7
5,12,17,20,29,4,6
2,7,13,20,27,2,9
14,16,19,25,34,8,12
6,16,23,20,30,5,6
3,21,27,33,33,1,8
3,12,15,26,34,2,6
2,7,7,13,25,3,9
1,5,21,30,35,7,9
2,6,17,19,27,1,9
3,13,17,17,27,5,12
7,13,9,14,22,9,12
6,30,26,33,32,10,12
17,21,26,25,35,1,7
1,21,23,35,35,12,12
14,22,30,34,35,3,9
19,22,25,31,35,2,5
4,7,15,22,26,1,4
7,14,21,29,35,6,12
2,22,22,34,35,1,8
4,16,19,32,34,3,7
14,20,25,32,34,1,4
1,5,11,15,29,8,11
1,9,9,29,35,6,10
4,8,11,19,30,2,12
1,8,28,35,35,3,12
3,10,7,7,23,11,12
1,6,21,31,35,7,10
6,10,22,30,32,3,9
8,21,21,34,35,10,12
2,7,10,21,30,3,12
2,4,9,12,26,2,3
4,8,12,16,27,5,11
7,8,9,14,19,3,10
2,10,13,25,34,10,12
5,31,31,34,35,1,12
3,9,10,17,31,4,10
1,5,7,9,17,5,10
17,16,15,21,28,3,9
7,10,22,32,35,2,6
4,10,17,27,33,3,12
1,6,19,24,34,5,10
11,21,25,23,34,9,12
7,17,13,31,34,8,10
5,7,11,19,25,1,9
9,30,34,35,35,1,8
5,25,24,33,35,3,9
1,5,16,34,35,8,11
10,23,23,26,34,10,12
1,7,19,25,34,11,12
10,9,14,16,26,2,7
2,9,29,25,33,3,3
3,8,18,28,33,1,6
5,16,23,31,35,5,11
8,6,18,25,33,7,11
11,21,16,28,34,5,12
1,12,15,31,35,1,8
7,11,26,30,34,2,3
3,11,21,24,32,7,12
1,10,27,32,34,2,12
3,19,30,33,35,1,10
8,9,15,20,29,3,4
1,5,11,25,29,2,12
4,10,15,23,31,5,6
2,12,17,32,35,5,10
15,20,23,25,34,4,8
7,9,19,23,33,4,5
10,22,21,33,34,3,8
1,8,15,28,34,1,6
9,25,34,35,35,1,9
8,23,28,34,35,7,12
1,3,10,19,33,1,9
7,16,24,22,32,6,12
1,10,33,34,33,1,12
1,4,14,34,35,4,7
8,18,18,27,32,3,10
1,8,24,19,31,4,5
9,11,16,31,34,10,12
8,21,23,30,34,6,12
7,8,12,20,27,3,10
11,15,20,26,34,6,12
16,25,32,33,35,1,9
8,12,21,30,35,6,12
1,15,18,35,35,11,12
11,11,14,15,26,3,5
7,19,26,18,29,2,5
2,4,12,18,27,2,6
2,10,16,22,31,5,11
2,5,12,12,25,6,11
18,17,14,15,27,7,12
1,5,20,16,29,1,2
2,6,12,15,29,8,9
5,12,17,22,30,3,11
5,18,31,33,35,1,11
1,12,20,32,33,10,12
2,18,23,32,30,4,12
5,8,10,15,25,1,5
1,26,34,35,35,2,12
5,15,22,34,35,12,12
11,18,14,17,29,10,12
15,11,13,22,33,4,9
1,4,4,5,26,6,11
5,6,9,12,21,1,5
5,17,24,32,34,1,5
4,14,15,28,26,3,10
1,7,11,23,34,3,7
9,18,24,31,34,6,12
3,25,29,34,35,1,7
9,13,16,29,34,4,8
9,17,16,29,35,5,7
11,18,28,33,35,1,5
2,15,26,32,34,1,12
16,24,31,30,35,4,8
1,10,27,33,35,1,10
2,4,8,31,35,1,7
2,21,23,34,34,1,7
14,22,27,31,35,8,12
14,12,21,27,32,2,8
17,16,14,24,33,8,9
5,11,18,20,30,1,6
8,15,30,33,19,1,7
1,3,19,29,33,1,7
3,8,10,16,30,1,4
